smiles,rev_smiles
Cc1cn(CC2=NC3CCCCC3N2)c(=O)[nH]c1=O,O=1c]Hn[)O=(c)2N3CCCCC3CN=2CC(nc1cC
Cc1cn(CC2=NCCCN2)c(=O)[nH]c1=O,O=1c]Hn[)O=(c)2NCCCN=2CC(nc1cC
O=C1CCCN1C(=O)CS(=O)(=O)c1ccccc1,1ccccc1c)O=()O=(SC)O=(C1NCCC1C=O
Cc1cc2c(c(=O)n1C)SCC2,2CCS)C1n)O=(c(c2cc1cC
COC(=O)c1cc(OS(=O)(=O)C(F)(F)F)c(=O)n2c1CCCC2,2CCCC1c2n)O=(c)F)F()F(C)O=()O=(SO(cc1c)O=(COC
CCOC(=O)C(=[N+]=[N-])C(=O)C[N+]12CCN(CC1)CC2,2CC)1CC(NCC21]+N[C)O=(C)]-N[=]+N[=(C)O=(COCC
CCOC(=O)C(=[N+]=[N-])C(=O)CSC#N,N#CSC)O=(C)]-N[=]+N[=(C)O=(COCC
CC(=O)Oc1cc2c(n(C)c1=O)-c1ccccc1C2,2C1ccccc1c-)O=1c)C(n(c2cc1cO)O=(CC
CC1(CC(=O)OC(C#C[Si](C)(C)C)Cc2ccccc2)OCCO1,1OCCO)2ccccc2cC)C)C()C(]iS[C#C(CO)O=(CC(1CC
Cc1ccc(S(=O)(=O)N2CCc3cc(O)c([N+](=O)[O-])cc32)cc1,1cc)23cc)]-O[)O=(]+N[(c)O(cc3cCC2N)O=()O=(S(ccc1cC
Cc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])o2)cc1,1cc)2o)]-O[)O=(]+N[(ccc2c)O=()O=(S(ccc1cC
COC(=O)C1(O)C(c2ccccc2)=NC2(C)CCCC21,12CCCC)C(2CN=)2ccccc2c(C)O(1C)O=(COC
COC(=O)C1(O)C(c2ccccc2)NC2(C)CCCC21,12CCCC)C(2CN)2ccccc2c(C)O(1C)O=(COC
Cc1c(-c2ccccc2)nn2cc(-c3ccccc3)nnc12,21cnn)3ccccc3c-(cc2nn)2ccccc2c-(c1cC
COc1cnnc2c(C)c(-c3ccccc3)nn12,21nn)3ccccc3c-(c)C(c2cnnc1cOC
CC12CC3c4ccccc4CN1C3(c1ccccc1)OC2=O,O=2CO)1ccccc1c(3C1NC4ccccc4c3CC21CC
C1=CC2C(C3CN(c4ccccc4)N=C13)C1C3C4C=CC21C=CC43,34CC=C12CC=C4C3C1C)31C=N)4ccccc4c(NC3C(C2CC=1C
COC(=O)CN1C(=O)C2(C(=O)OC)OC1(c1ccc([N+](=O)[O-])cc1)C1C(=O)N(c3ccccc3)C(=O)C12,21C)O=(C)3ccccc3c(N)O=(C1C)1cc)]-O[)O=(]+N[(ccc1c(1CO)CO)O=(C(2C)O=(C1NC)O=(COC
COC(=O)C12OC(C)(C(CC(=O)OC(C)(C)C)C1=O)C1C(=O)N(c3ccccc3)C(=O)C12,21C)O=(C)3ccccc3c(N)O=(C1C)O=1C)C)C()C(CO)O=(CC(C()C(CO21C)O=(COC
C=C(CCC(=O)N(CCc1c[nH]c2ccccc12)C(=O)c1ccccc1CSCC)C(=O)OC,CO)O=(C)CCSC1ccccc1c)O=(C)21ccccc2c]Hn[c1cCC(N)O=(CCC(C=C
CC(=O)Oc1cc2c(n(C)c1=O)CCC2,2CCC)O=1c)C(n(c2cc1cO)O=(CC
C=CCCC(=O)N1CCC(C(=O)OCC)C1=O,O=1C)CCO)O=(C(CCC1N)O=(CCCC=C
CCOC(=O)C(=[N+]=[N-])C(=O)C1(C(=O)OCC)CCN(C(=O)c2ccccc2)C1=O,O=1C)2ccccc2c)O=(C(NCC)CCO)O=(C(1C)O=(C)]-N[=]+N[=(C)O=(COCC
CCSc1cc(C(=O)OC)c2n(c1=O)CCCC2,2CCCC)O=1c(n2c)CO)O=(C(cc1cSCC
C=CCCCN(C(=O)c1ccccc1)c1ccc(C(=O)OC)o1,1o)CO)O=(C(ccc1c)1ccccc1c)O=(C(NCCCC=C
O=C1Nc2ccccc2C1S(=O)(=O)c1ccccc1,1ccccc1c)O=()O=(S1C2ccccc2cN1C=O
C=CC[C@H](C)CCC(=O)N1[C@H]2C[C@@H]3CC[C@@]2(CS1(=O)=O)C3(C)C,C)C(3C)O=)O=(1SC(2]@@C[CC3]H@@C[C2]H@C[1N)O=(CCC)C(]H@C[CC=C
Cc1cn(CC2=NCC(C)(C)CN2)c(=O)[nH]c1=O,O=1c]Hn[)O=(c)2NC)C()C(CCN=2CC(nc1cC
CCC1CCN=C(Cn2cc(C)c(=O)[nH]c2=O)N1,1N)O=2c]Hn[)O=(c)C(cc2nC(C=NCC1CCC
CCOC(=O)C1(C/C=C\CBr)CCCC1=O,O=1CCCC)rBC\C=C/C(1C)O=(COCC
CCOC(=O)C1(C/C=C\CBr)CCCCCCC1=O,O=1CCCCCCC)rBC\C=C/C(1C)O=(COCC
CCOC(=O)C1(C/C=C\CBr)CCCCCCCCCCC1=O,O=1CCCCCCCCCCC)rBC\C=C/C(1C)O=(COCC
C/C=C1\CC(C(=O)OCC)CCCCCCCCCCC1=O,O=1CCCCCCCCCCC)CCO)O=(C(CC\1C=C/C
CCOC(=O)C1(C/C=C/CCl)CCCC1=O,O=1CCCC)lCC/C=C/C(1C)O=(COCC
CCOC(=O)C1(C/C=C/CBr)Cc2ccccc2C1=O,O=1C2ccccc2cC)rBC/C=C/C(1C)O=(COCC
CCOC(=O)C1(C/C=C/CBr)CCc2ccccc2C1=O,O=1C2ccccc2cCC)rBC/C=C/C(1C)O=(COCC
C/C=C1\CC(C(=O)OCC)CCCCCCC1=O,O=1CCCCCCC)CCO)O=(C(CC\1C=C/C
O=P1(Oc2ccc(Cl)cc2)OCCS1,1SCCO)2cc)lC(ccc2cO(1P=O
c1ccc2c(c1)[nH]c1nc3cc(-c4ccc5nc6c(nc5c4)[nH]c4ccccc46)ccc3nc12,21cn3ccc)64ccccc4c]Hn[)4c5cn(c6cn5ccc4c-(cc3cn1c]Hn[)1c(c2ccc1c
CN(C)c1nc2nonc2nc1Nc1ccccc1,1ccccc1cN1cn2cnon2cn1c)C(NC
c1ccc2c(c1)Nc1nc3nonc3nc1N2,2N1cn3cnon3cn1cN)1c(c2ccc1c
Nc1nonc1-c1no[n+]([O-])c1-c1nonc1N,N1cnon1c-1c)]-O[(]+n[on1c-1cnon1cN
Cc1ccccc1N=Nc1ccc(N/N=C2/CCCNC2=O)c(C)c1,1c)C(c)O=2CNCCC/2C=N/N(ccc1cN=N1ccccc1cC
Nc1nonc1-c1noc(-c2nonc2N)[n+]1[O-],]-O[1]+n[)N2cnon2c-(con1c-1cnon1cN
CCn1nc2c3c(ncn3C(C)(C)O2)c1=O,O=1c)2O)C()C(C3ncn(c3c2cn1nCC
C=CCNC1=C2C[C@@H](C)C[C@@H](OC)C(OC(=O)CCCN(C)C)[C@H](C)/C=C(\C)[C@@H](OC(N)=O)[C@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,O=2C)O=1CC=(CN)O=(C)C/(C=C\C=C/)CO(]H@C[)O=)N(CO(]H@@C[)C\(C=C/)C(]H@C[)C)C(NCCC)O=(CO(C)CO(]H@@C[C)C(]H@@C[C2C=1CNCC=C
N#Cc1c(-c2ccc(Cl)cc2Cl)nc2[nH][nH]c(=S)n2c1=O,O=1c2n)S=(c]Hn[]Hn[2cn)lC2cc)lC(ccc2c-(c1cC#N
CCC(C)OC(=O)/C(Br)=C1/OC(=O)c2ccccc2-c2ccccc21,12ccccc2c-2ccccc2c)O=(CO/1C=)rB(C/)O=(CO)C(CCC
O=c1[nH]c2ccc(C(F)(F)F)cc2nc1Cc1ccccc1,1ccccc1cC1cn2cc)F)F()F(C(ccc2c]Hn[1c=O
COc1cc(/C=C2/SC(c3ccccc3)N(Cc3ccccc3)C2=O)cc(OC)c1OC,CO1c)CO(cc)O=2C)3ccccc3cC(N)3ccccc3c(CS/2C=C/(cc1cOC
O=C1/C(=C\c2cccc(Oc3ccccc3)c2)SC(c2ccccc2)N1c1ccccc1,1ccccc1c1N)2ccccc2c(CS)2c)3ccccc3cO(cccc2c\C=(C/1C=O
O=C(/C=C/c1ccccc1Br)c1ccccc1,1ccccc1c)rB1ccccc1c/C=C/(C=O
O=C(/C=C/c1ccsc1)c1ccco1,1occc1c)1cscc1c/C=C/(C=O
O=C(/C=C\c1ccsc1)c1ccccc1,1ccccc1c)1cscc1c\C=C/(C=O
O=C(/C=C\c1ccccc1-c1ccccc1)c1ccccc1,1ccccc1c)1ccccc1c-1ccccc1c\C=C/(C=O
Brc1ccccc1/C=C\C1(c2ccccc2)OCCO1,1OCCO)2ccccc2c(1C\C=C/1ccccc1crB
Clc1ccccc1/C=C\C1(c2ccccc2)OCCO1,1OCCO)2ccccc2c(1C\C=C/1ccccc1clC
O=C(/C=C/c1cccs1)c1ccccc1Cl,lC1ccccc1c)1sccc1c/C=C/(C=O
O=C(CC(C(=O)c1ccsc1)c1ccccc1)c1cccs1,1sccc1c)1ccccc1c)1cscc1c)O=(C(CC(C=O
COc1ccc(/C=C/C(=O)c2cc(OC)cc(OC)c2)cc1,1cc)2c)CO(cc)CO(cc2c)O=(C/C=C/(ccc1cOC
Cn1c(-c2cccs2)cc(-c2cccs2)c1-c1ccco1,1occc1c-1c)2sccc2c-(cc)2sccc2c-(c1nC
O=C(C/C=C/c1ccccc1)c1ccccc1,1ccccc1c)1ccccc1c/C=C/C(C=O
O=c1[nH]c(=O)n(C2CC(O)C(COP(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl)O2)cc1F,F1cc)2O)lC)lC()lC(CCO)lC)lC()lC(CCO()O=(POC(C)O(CC2C(n)O=(c]Hn[1c=O
CC(C)(C)C(=O)O[C@H]1C=C[C@@H](O)[C@@H]2[C@H]1[C@@H]1C=C[C@H]2C1,1C2]H@C[C=C1]H@@C[1]H@C[2]H@@C[)O(]H@@C[C=C1]H@C[O)O=(C)C()C(CC
O=C(CC(C(=O)c1ccsc1)c1cccs1)c1ccccc1,1ccccc1c)1sccc1c)1cscc1c)O=(C(CC(C=O
O=C(CC(C(=O)c1ccco1)c1ccco1)c1ccco1,1occc1c)1occc1c)1occc1c)O=(C(CC(C=O
O=C(CC(C(=O)c1ccco1)c1ccsc1)c1ccco1,1occc1c)1cscc1c)1occc1c)O=(C(CC(C=O
O=C(CC(C(=O)c1ccoc1)c1ccco1)c1ccco1,1occc1c)1occc1c)1cocc1c)O=(C(CC(C=O
O=C(CC(C(=O)c1cccs1)c1ccsc1)c1ccccc1,1ccccc1c)1cscc1c)1sccc1c)O=(C(CC(C=O
COc1ccc(-n2c(-c3ccccc3)cc(-c3cccs3)c2-c2cccs2)cc1,1cc)2sccc2c-2c)3sccc3c-(cc)3ccccc3c-(c2n-(ccc1cOC
c1csc(-c2ccsc2-c2cccs2)c1,1c)2sccc2c-2cscc2c-(csc1c
O=C(CC(C(=O)c1cccs1)c1ccsc1)c1ccco1,1occc1c)1cscc1c)1sccc1c)O=(C(CC(C=O
CCCCc1ccc(C#CC#Cc2ccc(CCCC)s2)s1,1s)2s)CCCC(ccc2cC#CC#C(ccc1cCCCC
c1ccc(-c2cc(-c3cccs3)c(-c3cccs3)s2)cc1,1cc)2s)3sccc3c-(c)3sccc3c-(cc2c-(ccc1c
CC(=O)c1ccc(-c2oc(-c3ccccc3)cc2-c2ccc3c(c2)OCO3)s1,1s)3OCO)2c(c3ccc2c-2cc)3ccccc3c-(co2c-(ccc1c)O=(CC
O=C(CC(C(=O)c1cccs1)c1ccc2c(c1)OCO2)c1ccccc1,1ccccc1c)2OCO)1c(c2ccc1c)1sccc1c)O=(C(CC(C=O
O=C(CC(C(=O)c1ccco1)c1cccs1)c1cccs1,1sccc1c)1sccc1c)1occc1c)O=(C(CC(C=O
Cn1c(-c2ccccc2)cc2c3ccsc3c3ccsc3c21,12c3cscc3c3cscc3c2cc)2ccccc2c-(c1nC
Cn1c(-c2cccs2)cc(-c2cccs2)c1-c1cccs1,1sccc1c-1c)2sccc2c-(cc)2sccc2c-(c1nC
O=C1N=C(c2ccccc2)O/C1=C\c1ccccc1,1ccccc1c\C=1C/O)2ccccc2c(C=N1C=O
c1csc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)c1,1c)2s)3s)4sccc4c-(ccc3c-(ccc2c-(csc1c
COc1ccc(/C=C/C(=O)Oc2ccccc2OC)cc1,1cc)CO2ccccc2cO)O=(C/C=C/(ccc1cOC
O=c1ccc2ccc(S)cc2o1,1o2cc)S(ccc2ccc1c=O
CN(C)C(=S)Oc1ccc2ccc(=O)oc2c1,1c2co)O=(ccc2ccc1cO)S=(C)C(NC
Cc1cc(=O)oc2cc(SC(=O)N(C)C)ccc12,21ccc)C)C(N)O=(CS(cc2co)O=(cc1cC
O=c1cc(CO)oc(C(O)c2ccccc2)c1O,O1c)2ccccc2c)O(C(co)OC(cc1c=O
Cc1ccc(S(=O)(=O)Oc2coc(CO)cc2=O)cc1,1cc)O=2cc)OC(coc2cO)O=()O=(S(ccc1cC
O=C(Oc1cc(=O)c(OC(=O)c2ccccc2)co1)c1ccccc1,1ccccc1c)1oc)2ccccc2c)O=(CO(c)O=(cc1cO(C=O
COc1ccc(C(=C2C(=O)OC(=O)C2=C(C)C)c2ccc(OC)cc2)cc1,1cc)2cc)CO(ccc2c)C)C(C=2C)O=(CO)O=(C2C=(C(ccc1cOC
COc1ccc(C(=C2C(=O)N(c3ccccc3)C(=O)C2=C(C)C)c2ccc(OC)cc2)cc1,1cc)2cc)CO(ccc2c)C)C(C=2C)O=(C)3ccccc3c(N)O=(C2C=(C(ccc1cOC
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,21c)O(cc)O3C)O(C)O(C)OC(CO3CO(cc2co)2c)O(c)O(ccc2c-(cc1c=O
O=C(CCC(=O)c1ccsc1)c1ccsc1,1cscc1c)1cscc1c)O=(CCC(C=O
CCOC(=O)c1cc2c(OC(C)=O)ccc(OC(C)=O)c2s1,1s2c)O=)C(CO(ccc)O=)C(CO(c2cc1c)O=(COCC
COc1cc(C(=O)Oc2ccc3c(c2)OCO3)cc(OC)c1OC,CO1c)CO(cc)3OCO)2c(c3ccc2cO)O=(C(cc1cOC
CCCC(=O)OC1CC(n2cc(F)c(=O)[nH]c2=O)OC1COP(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,lC)lC()lC(CCO)lC)lC()lC(CCO()O=(POC1CO)O=2c]Hn[)O=(c)F(cc2n(CC1CO)O=(CCCC
c1csc(-c2ccc(-c3ccc(-c4ccc(-c5cccs5)s4)s3)s2)c1,1c)2s)3s)4s)5sccc5c-(ccc4c-(ccc3c-(ccc2c-(csc1c
c1cc(-c2ccc(-c3ccsc3)s2)cs1,1sc)2s)3cscc3c-(ccc2c-(cc1c
c1csc(-c2csc(-c3cccs3)c2)c1,1c)2c)3sccc3c-(csc2c-(csc1c
c1csc(-c2cscc2-c2cccs2)c1,1c)2sccc2c-2ccsc2c-(csc1c
c1csc(-c2ccc(-c3ccsc3)s2)c1,1c)2s)3cscc3c-(ccc2c-(csc1c
COc1ccc(-c2nnc(CCCCCCCCc3nnc(-c4ccc(OC)cc4)n3N)n2N)cc1,1cc)N2n)N3n)4cc)CO(ccc4c-(cnn3cCCCCCCCC(cnn2c-(ccc1cOC
Cc1cccc(O)c1-c1nnc(CCCCCCCCc2nnc(-c3c(C)cccc3O)n2N)n1N,N1n)N2n)O3cccc)C(c3c-(cnn2cCCCCCCCC(cnn1c-1c)O(cccc1cC
Cc1ccc(-c2nnc(CCCCCCCCc3nnc(-c4ccc(C)cc4O)n3N)n2N)c(O)c1,1c)O(c)N2n)N3n)O4cc)C(ccc4c-(cnn3cCCCCCCCC(cnn2c-(ccc1cC
Fc1ccccc1-c1cc(=S)c2cc3c(cc2[nH]1)OCO3,3OCO)1]Hn[2cc(c3cc2c)S=(cc1c-1ccccc1cF
CN(C)c1cccc(-c2cc(=S)c3cc4c(cc3[nH]2)OCO4)c1,1c)4OCO)2]Hn[3cc(c4cc3c)S=(cc2c-(cccc1c)C(NC
Cc1cnc2[nH]c(-c3sccc3C)cc(=O)c2c1,1c2c)O=(cc)C3cccs3c-(c]Hn[2cnc1cC
Cc1ccccc1C1OC1C(=O)c1ccccc1N,N1ccccc1c)O=(C1CO1C1ccccc1cC
O=C1c2cc3c(cc2NC(c2ccccc2F)C1O)OCO3,3OCO)O1C)F2ccccc2c(CN2cc(c3cc2c1C=O
COc1cccc(-c2[nH]c3cc4c(cc3c(=O)c2C(=O)O)OCO4)c1,1c)4OCO)O)O=(C2c)O=(c3cc(c4cc3c]Hn[2c-(cccc1cOC
Cc1ccc(-c2cc[n+]3c(n2)oc2ccccc23)cc1,1cc)32ccccc2co)2n(c3]+n[cc2c-(ccc1cC
CCOC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)CC(c1ncc[nH]1)c1ncc[nH]1)C(C)CC,CC)C(C)1]Hn[ccn1c)1]Hn[ccn1c(CC)O=(CN(C)O=(CN)C(C)O=(CNC)O=(COCC
Cc1cc2c(C)cc(=O)[nH]c2cc1N,N1cc2c]Hn[)O=(cc)C(c2cc1cC
CC(C)c1cc(=O)[nH]c2cc(N)ccc12,21ccc)N(cc2c]Hn[)O=(cc1c)C(CC
Cc1cc2c(-c3ccccc3)cc(=O)[nH]c2cc1N,N1cc2c]Hn[)O=(cc)3ccccc3c-(c2cc1cC
Cc1c(C)c2ccc(O)cc2[nH]c1=O,O=1c]Hn[2cc)O(ccc2c)C(c1cC
Cc1cc(=O)[nH]c2c3c(ccc12)OC(C)(C)C=C3,3C=C)C()C(CO)21ccc(c3c2c]Hn[)O=(cc1cC
CC(C)(C)c1cc2c(O)c(c1)COCc1cc(C(C)(C)C)cc(c1O)COCc1cc(C(C)(C)C)cc(c1O)COC2,2COC)O1c(cc)C)C()C(C(cc1cCOC)O1c(cc)C)C()C(C(cc1cCOC)1c(c)O(c2cc1c)C()C(CC
Cc1cc2c(O)c(c1)COCc1cc(C)cc(c1O)COCc1cc(C)cc(c1O)COC2,2COC)O1c(cc)C(cc1cCOC)O1c(cc)C(cc1cCOC)1c(c)O(c2cc1cC
Oc1c2cc(Cl)cc1COCc1cc(Cl)cc(c1O)COCc1cc(Cl)cc(c1O)COC2,2COC)O1c(cc)lC(cc1cCOC)O1c(cc)lC(cc1cCOC1cc)lC(cc2c1cO
COC(=O)CN1Cc2cc(C)cc(c2O)CN(CC(=O)OC)Cc2cc(C)cc(c2O)CN(CC(=O)OC)Cc2cc(C)cc(c2O)C1,1C)O2c(cc)C(cc2cC)CO)O=(CC(NC)O2c(cc)C(cc2cC)CO)O=(CC(NC)O2c(cc)C(cc2cC1NC)O=(COC
Cc1cc2c(O)c(c1)CN(CC(=O)O)Cc1cc(C)cc(c1O)CN(CC(=O)O)Cc1cc(C)cc(c1O)CN(CC(=O)O)C2,2C)O)O=(CC(NC)O1c(cc)C(cc1cC)O)O=(CC(NC)O1c(cc)C(cc1cC)O)O=(CC(NC)1c(c)O(c2cc1cC
COc1cccc([C@H]2CC(=O)c3cc4c(cc3N2)OCO4)c1,1c)4OCO)2N3cc(c4cc3c)O=(CC2]H@C[(cccc1cOC
COc1ccccc1OC(=O)/C=C/c1ccccc1,1ccccc1c/C=C/)O=(CO1ccccc1cOC
COc1cccc([C@H]2C/C(=N\NC(=O)C(=O)N[C@@H](C)c3ccccc3)c3ccccc3N2)c1,1c)2N3ccccc3c)3ccccc3c)C(]H@@C[N)O=(C)O=(CN\N=(C/C2]H@C[(cccc1cOC
COC(=O)C(N)CCCC(N)C(=O)NC(C)C(=O)NC(CCC(=O)NCCCNc1ccc([N+](=O)[O-])c2[nH]c3ccccc3c(=O)c12)C(N)=O,O=)N(C)21c)O=(c3ccccc3c]Hn[2c)]-O[)O=(]+N[(ccc1cNCCCN)O=(CCC(CN)O=(C)C(CN)O=(C)N(CCCC)N(C)O=(COC
c1csc(-c2cscc2-c2ccsc2)c1,1c)2cscc2c-2ccsc2c-(csc1c
c1csc(-c2csc(-c3ccsc3)c2)c1,1c)2c)3cscc3c-(csc2c-(csc1c
c1cc(-c2csc(-c3ccsc3)c2)cs1,1sc)2c)3cscc3c-(csc2c-(cc1c
c1cc(-c2ccsc2-c2ccsc2)cs1,1sc)2cscc2c-2cscc2c-(cc1c
c1csc(-c2ccsc2-c2ccsc2)c1,1c)2cscc2c-2cscc2c-(csc1c
Nn1c(CCCCCCCCc2nnc(-c3c(O)ccc4ccccc34)n2N)nnc1-c1c(O)ccc2ccccc12,21ccccc2ccc)O(c1c-1cnn)N2n)43ccccc4ccc)O(c3c-(cnn2cCCCCCCCC(c1nN
c1cc(-c2cscc2-c2ccsc2)cs1,1sc)2cscc2c-2ccsc2c-(cc1c
c1csc(-c2cc(-c3ccsc3)cs2)c1,1c)2sc)3cscc3c-(cc2c-(csc1c
c1cc2c3ccsc3c3sccc3c2s1,1s2c3cccs3c3cscc3c2cc1c
Brc1ccc(-c2ccc(-c3ccc(-c4ccc(Br)s4)s3)s2)s1,1s)2s)3s)4s)rB(ccc4c-(ccc3c-(ccc2c-(ccc1crB
Brc1ccc(-c2ccc(-c3ccc(Br)s3)s2)s1,1s)2s)3s)rB(ccc3c-(ccc2c-(ccc1crB
Cn1c(-c2ccccc2)cc(-c2ccc3c(c2)OCO3)c1-c1cccs1,1sccc1c-1c)3OCO)2c(c3ccc2c-(cc)2ccccc2c-(c1nC
Cn1c(-c2ccccc2)cc(-c2cccs2)c1-c1ccsc1,1cscc1c-1c)2sccc2c-(cc)2ccccc2c-(c1nC
Cn1c(-c2ccccc2)cc(-c2ccsc2)c1-c1ccsc1,1cscc1c-1c)2cscc2c-(cc)2ccccc2c-(c1nC
c1ccc(-c2cc(-c3cccs3)c(-c3cccs3)o2)cc1,1cc)2o)3sccc3c-(c)3sccc3c-(cc2c-(ccc1c
O=C(C/C(=N/O)C(F)(F)F)c1cccs1,1sccc1c)F)F()F(C)O/N=(C/C(C=O
Cn1c(-c2ccccc2)cc(-c2ccc3c(c2)OCO3)c1-c1ccsc1,1cscc1c-1c)3OCO)2c(c3ccc2c-(cc)2ccccc2c-(c1nC
Cn1c(-c2cccs2)cc(-c2cccs2)c1-c1ccsc1,1cscc1c-1c)2sccc2c-(cc)2sccc2c-(c1nC
O=C(/C(=C/c1cccs1)c1ccccc1)c1ccccc1,1ccccc1c)1ccccc1c)1sccc1c/C=(C/(C=O
Cn1c(-c2cccs2)cc(-c2ccccc2)c1-c1cccs1,1sccc1c-1c)2ccccc2c-(cc)2sccc2c-(c1nC
COC(=O)C(N)CCCC(N)C(=O)NC(C)C(=O)NC(CCC(=O)NCCNCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12)C(N)=O,O=)N(C)21c)]-O[)O=(]+N[(cccc2cn2ccccc2c1cNCCNCCN)O=(CCC(CN)O=(C)C(CN)O=(C)N(CCCC)N(C)O=(COC
CC(C)C(N)C(=O)NC(CCC(=O)NCCCCC(N)C(=O)NCCCNc1ccc([N+](=O)[O-])c2[nH]c3ccccc3c(=O)c12)C(N)=O,O=)N(C)21c)O=(c3ccccc3c]Hn[2c)]-O[)O=(]+N[(ccc1cNCCCN)O=(C)N(CCCCCN)O=(CCC(CN)O=(C)N(C)C(CC
COC(=O)CN1Cc2cc(C)cc(c2O)CN(CC(=O)OC)Cc2cc(C)cc(c2O)CN(CC(=O)OC)Cc2cc(C)cc(c2O)CN(CC(=O)OC)Cc2cc(C)cc(c2O)C1,1C)O2c(cc)C(cc2cC)CO)O=(CC(NC)O2c(cc)C(cc2cC)CO)O=(CC(NC)O2c(cc)C(cc2cC)CO)O=(CC(NC)O2c(cc)C(cc2cC1NC)O=(COC
O=C(/C=C/c1ccccc1)Oc1cccc(O)c1,1c)O(cccc1cO)1ccccc1c/C=C/(C=O
O=C(CC(C(=O)c1cccs1)c1ccccc1)c1ccccc1O,O1ccccc1c)1ccccc1c)1sccc1c)O=(C(CC(C=O
O=P1(N(CCCl)CCCl)Oc2c(Cl)cc(Cl)c(Cl)c2Cc2c(Cl)c(Cl)cc(Cl)c2O1,1O2c)lC(cc)lC(c)lC(c2cC2c)lC(c)lC(cc)lC(c2cO)lCCC)lCCC(N(1P=O
Cc1cc2nc3c(C#N)c(-c4ccccc4)cc(Nc4cccc(C(F)(F)F)c4)n3c2cc1C,C1cc2c3n)4c)F)F()F(C(cccc4cN(cc)4ccccc4c-(c)N#C(c3cn2cc1cC
N#Cc1c(-c2ccccc2)cc(Nc2ccc(Cl)cc2)n2c1nc1ccccc12,21ccccc1cn1c2n)2cc)lC(ccc2cN(cc)2ccccc2c-(c1cC#N
Cc1cc2nc3c(C#N)c(-c4ccccc4)cc(Nc4ccc(Cl)cc4)n3c2cc1C,C1cc2c3n)4cc)lC(ccc4cN(cc)4ccccc4c-(c)N#C(c3cn2cc1cC
N#Cc1c(-c2ccccc2)/c(=C\Nc2ccc(F)cc2)c(=O)n2c1nc1ccccc12,21ccccc1cn1c2n)O=(c)2cc)F(ccc2cN\C=(c/)2ccccc2c-(c1cC#N
Cc1cc2nc3c(C#N)c(-c4ccccc4)/c(=C\Nc4ccc(F)cc4)c(=O)n3c2cc1C,C1cc2c3n)O=(c)4cc)F(ccc4cN\C=(c/)4ccccc4c-(c)N#C(c3cn2cc1cC
N#Cc1c(-c2ccccc2)/c(=C\Nc2ccc(Cl)cc2)c(=O)n2c1nc1ccccc12,21ccccc1cn1c2n)O=(c)2cc)lC(ccc2cN\C=(c/)2ccccc2c-(c1cC#N
Cc1cc2nc3c(C#N)c(-c4ccccc4)/c(=C\Nc4ccc(Cl)cc4)c(=O)n3c2cc1C,C1cc2c3n)O=(c)4cc)lC(ccc4cN\C=(c/)4ccccc4c-(c)N#C(c3cn2cc1cC
N#Cc1c(-c2ccccc2)/c(=C\Nc2cccc(C(F)(F)F)c2)c(=O)n2c1nc1ccccc12,21ccccc1cn1c2n)O=(c)2c)F)F()F(C(cccc2cN\C=(c/)2ccccc2c-(c1cC#N
Cc1cc2nc3c(C#N)c(-c4ccccc4)cc(Nc4ccc(F)cc4)n3c2cc1C,C1cc2c3n)4cc)F(ccc4cN(cc)4ccccc4c-(c)N#C(c3cn2cc1cC
Cc1cc2nc3c(C#N)c(-c4ccccc4)/c(=C\Nc4cccc(C(F)(F)F)c4)c(=O)n3c2cc1C,C1cc2c3n)O=(c)4c)F)F()F(C(cccc4cN\C=(c/)4ccccc4c-(c)N#C(c3cn2cc1cC
Cc1cc2[nH]c3c(C#N)c(-c4ccccc4)c(N=Nc4ccc(F)cc4)c(=O)n3c2cc1C,C1cc2c3n)O=(c)4cc)F(ccc4cN=N(c)4ccccc4c-(c)N#C(c3c]Hn[2cc1cC
N#Cc1c(-c2ccccc2)c(N=Nc2ccc(Cl)cc2)c(=O)n2c1[nH]c1ccccc12,21ccccc1c]Hn[1c2n)O=(c)2cc)lC(ccc2cN=N(c)2ccccc2c-(c1cC#N
Cc1cc2[nH]c3c(C#N)c(-c4ccccc4)c(N=Nc4cccc(C(F)(F)F)c4)c(=O)n3c2cc1C,C1cc2c3n)O=(c)4c)F)F()F(C(cccc4cN=N(c)4ccccc4c-(c)N#C(c3c]Hn[2cc1cC
O=P1(N(CCCl)CCCl)Oc2ccc(Cl)cc2C(C(Cl)(Cl)Cl)c2cc(Cl)ccc2O1,1O2ccc)lC(cc2c)lC)lC()lC(C(C2cc)lC(ccc2cO)lCCC)lCCC(N(1P=O
N#Cc1c(-c2ccccc2)c(CN2CCCCC2)c(=O)n2c1[nH]c1ccccc12,21ccccc1c]Hn[1c2n)O=(c)2CCCCC2NC(c)2ccccc2c-(c1cC#N
